GeneSymbol	NumberPerfect	NumberImperfect	RejectPerfect	RejectPerfectNotes	RejectImperfect	RejectImperfectNotes. In cases where F=/, this lists acceptable forms.
PEX11B	1	0				
PEX11G	1	0				
PEX12	16	1				
PEX13	14	1				
PEX14	61	0				
PEX16	15	1				
PEX19	170	18				
PEX2	4	9				
PEX26	6	0				
PEX3	23	3				
PEX5	8	3				
PEX6	3	0				
PEX7	3	0				
PF4	199	1				
PF4V1	3	0				
PFAS	66	18	x		x	
PFDN1	3	0				
PFDN2	1	0				
PFKFB1	1	0				
PFKFB2	14	0				
PFKFB3	38	0				
PFKFB4	1	0				
PFKL	9	0				
PFKM	12	1				
PFKP	18	1				
PFN1	1	6				
PFN2	4	0				
PFN3	1	0				
PGA3	2	0				
PGA4	3	1				
PGAM1	18	14				
PGAM2	8	0				
PGAM5	10	0				
PGAP1	3	0				
PGAP3	1	0				
PGC	61	14	x		x	
PGD	540	10	x	too messy	x	
PGF	521	36	x	messy	x	
PGK1	100	16				
PGK2	2	0				
PGLS	57	19	x		x	
PGLYRP1	9	2				
PGLYRP2	2	0				
PGLYRP3	6	1				
PGLYRP4	4	1				
PGM1	29	0				
PGM2	3	2				
PGM3	33	0				
PGM5	2	0				
PGP	224	230	x			
PGR	89	94				
PGRMC1	59	1				
PGS1	2	0				
PHACTR2	1	1				
PHACTR3	0	4				
PHACTR4	4	7				
PHAX	7	0				
PHB	442	17				
PHB2	178	24				
PHC1	4	0				
PHC2	8	0				
PHC3	4	0				
PHF1	9	0				
PHF11	13	0				
PHF19	1	0				
PHF2	1	0				
PHF20	1	0				
PHF21A	1	0				
PHF6	6	1				
PHF8	1	0				
PHGDH	22	2				
PHIP	2	78			x	
PHKA1	2	0				
PHKA2	22	0				
PHKB	8	0				
PHKG2	5	0				
PHLDA1	2	0				
PHLDA2	6	1				
PHLDA3	3	2				
PHLPP1	14	0				
PHLPP2	0	1				
PHOSPHO1	1	0				
PHOX2B	12	3				
PHYH	3	0				
PI15	2	4				
PI16	7	19				
PI3	327	9				
PI4K2A	21	0				
PI4K2B	7	0				
PI4KA	138	0				
PI4KB	475	0				
PIAS1	91	1				
PIAS2	8	0				
PIAS3	35	0				
PIAS4	8	0				
PICALM	39	0				
PICK1	79	3				
PID1	5	0				
PIEZO1	84	116				
PIEZO2	1	2				
PIF1	20	13				
PIFO	6	0				
PIGA	9	166			x	
PIGB	0	1				
PIGC	5	0	x	Patient Global Impression of Change		
PIGF	20	0				
PIGG	0	3			x	
PIGL	4	0				
PIGM	0	6			x	
PIGN	35	0				
PIGR	37	264				
PIGS	37	42797	x		x	
PIGT	16	0				
PIGU	9	0				
PIGW	4	0				
PIGX	1	1			x	
PIGY	5	0				
PIH1D1	9	0				
PIK3AP1	1	0				
PIK3C2A	4	2				
PIK3C2G	4	8				
PIK3C3	30	4				
PIK3CA	147	0				
PIK3CB	19	0				
PIK3CD	91	0				
PIK3CG	27	8				
PIK3R1	54	1				
PIK3R2	3	0				
PIK3R4	7	0				
PIK3R5	1	0				
PIK3R6	2	0				
PIKFYVE	9	88				
PILRA	1	0				
PIM1	37	40				
PIM2	52	2				
PIM3	1	0				
PIN1	91	170				
PIN4	1	0				
PINK1	176	13				
PINX1	4	9				
PIP	1244	82	x		x	
PIP4K2C	1	0				
PIP5K1A	0	1				
PIP5K1C	5	0				
PIR	159	64	x		x	
PIRT	4	3	x		x	
PISD	1	0				
PITPNA	1	0				
PITPNB	1	0				
PITPNM1	1	0				
PITRM1	5	0				
PITX1	6	6				
PITX2	64	12				
PITX3	1	2				
PIWIL1	3	0				
PIWIL2	5	3				
PIWIL3	0	1				
PIWIL4	0	2				
PKD1	87	2				
PKD1L3	2	0				
PKD2	54	6				
PKD2L1	4	0				
PKHD1	28	4				
PKHD1L1	2	0				
PKIB	2	0				
PKLR	4	2				
PKM	57	5	x	porcine kidney\-derived macrophages		
PKMYT1	1	0				
PKN1	4	0				
PKN2	2	1				
PKN3	19	0				
PKNOX1	0	5				
PKP1	10	0				
PKP2	12	0				
PKP3	4	0				
PLA1A	2	0				
PLA2G10	36	15				
PLA2G12A	3	1				
PLA2G12B	2	1				
PLA2G15	6	0				
PLA2G1B	37	3				
PLA2G2A	59	6				
PLA2G2C	2	4				
PLA2G2D	121	32				
PLA2G2E	12	11				
PLA2G2F	17	19				
PLA2G3	20	27				
PLA2G4A	83	6				
PLA2G4B	1	0				
PLA2G4C	13	0				
PLA2G4F	1	0				
PLA2G5	52	20				
PLA2G6	4	0				
PLA2G7	12	0				
PLA2R1	18	3				
PLAA	1	4			x	
PLAC1	9	0				
PLAC4	4	0				
PLAC8	17	0				
PLAG1	9	0				
PLAGL1	6	2				
PLAGL2	6	2				
PLAT	63	111			x	
PLAU	38	80				
PLAUR	19	3				
PLB1	5	0				
PLCB1	7	1				
PLCB2	9	1				
PLCB3	4	3				
PLCB4	1	0				
PLCD1	9	0				
PLCD3	2	0				
PLCE1	19	0				
PLCG1	19	22				
PLCG2	72	6				
PLCL1	8	0				
PLCL2	3	0				
PLD1	117	0				
PLD2	81	1				
PLD3	6	2				
PLD4	10	0				
PLEC	60	0	x	power law with exponential cutoff		
PLEK	3	23			x	
PLEKHA1	1	0				
PLEKHA5	1	0				
PLEKHA7	2	0				
PLEKHA8	1	0				
PLEKHB2	1	0				
PLEKHF1	1	0				
PLEKHF2	2	0				
PLEKHM1	14	0				
PLEKHO1	0	2				
PLEKHS1	1	0				
PLG	223	70	x	polylactide\-coglycolide, Pulmonary lymphomatoid granulomatosis		
PLIN1	2	3				
PLIN2	34	26				
PLIN3	13	4				
PLIN4	4	0				
PLIN5	3	11				
PLK1	132	169				
PLK2	50	1				
PLK3	4	7				
PLK4	10	11				
PLN	383	42	x	protein\-losing nephropathy	x	
PLOD1	1	0				
PLOD2	8	0				
PLOD3	1	0				
PLP1	184	53				
PLP2	1265	16				
PLPBP	9	0				
PLS1	2	0				
PLS3	4	0				
PLSCR1	142	2				
PLSCR4	1	0				
PLTP	17	1				
PLVAP	6	1				
PLXDC1	5	0				
PLXNA2	3	1				
PLXNA3	1	0				
PLXNA4	1	2				
PLXNB2	1	0				
PLXNC1	1	0				
PLXND1	3	0				
PM20D1	40	1				
PM20D2	1	0				
PMAIP1	14	2				
PMCH	28	39				
PMCHL1	1	0				
PMCHL2	1	0				
PMEL	16	1			x	
PMEPA1	1	1				
PML	1996	22	x	progressive multifocal leukoencephalopathy	x	
PMM1	0	3				
PMM2	15	6				
PMP2	13	0				
PMP22	150	9				
PMPCB	1	0				
PMS1	3	0				
PMS2	73	0				
PMS2CL	5	0				
PMVK	2	0				
PNISR	2	0				
PNKD	6	0	x	Paroxysmal non Kinesigenic Dyskinesia		
PNKP	2	3				
PNLIP	1	0				
PNLIPRP2	1	0				
PNMA1	1	0				
PNMA3	1	0				
PNMA5	1	0				
PNMT	16	0				
PNN	131	4	x	probabilistic neural network; perineuronal net		
PNO1	1	1				
PNOC	2	2				
PNP	295	46		messy'	x	
PNPLA1	13	0				
PNPLA2	12	1				
PNPLA3	71	5				
PNPLA4	1	0				
PNPLA5	1	0				
PNPLA6	15	0				
PNPLA7	1	0				
PNPLA8	1	0				
PNPO	11	0				
PNPT1	2	0				
PNRC1	2	0				
PNRC2	1	0				
POC1B-GALNT4	1	0				
PODXL	10	15				
POFUT1	1	4				
POFUT2	0	1				
POGLUT1	1	0				
POGZ	6	1				
POLA1	26	0				
POLA2	4	0				
POLB	2	18				
POLD1	80	1				
POLD2	2	0				
POLD3	2	0				
POLD4	2	0				
POLDIP2	2	0				
POLE	28	980			x	
POLE2	4	0				
POLE4	1	0				
POLG	38	5				
POLH	11	98				
POLI	6	137			x	
POLK	2	111	x		x	
POLL	17	368	x		x	
POLM	0	5				
POLN	6	1				
POLQ	6	7				
POLR1A	4	0				
POLR1B	0	2				
POLR1C	1	0				
POLR1D	1	0				
POLR2A	28	3				
POLR2B	2	1				
POLR2E	2	0				
POLR2F	3	0				
POLR2H	1	0				
POLR2I	3	0				
POLR2K	1	0				
POLR2L	4	0				
POLR3A	2	0				
POLR3C	1	0				
POLR3D	4	0				
POLR3E	1	0				
POLR3F	1	0				
POLR3G	1	0				
POLR3GL	1	0				
POLR3K	1	0				
POLRMT	49	0				
POM121	2	0				
POMC	290	31				
POMGNT1	1	9				
POMK	4	0				
POMP	37	68				
POMT1	4	0				
POMT2	5	0				
PON1	249	2				
PON2	53	0				
PON3	10	0				
POP1	1	11				
POP4	2	1				
POP7	11	0				
POR	136	20690	x		x	spanish word
PORCN	6	3				
POSTN	56	17				
POT1	20	18				
POTEE	2	0				
POTEG	1	0				
POTEH	3	0				
POTEI	2	0				
POTEM	1	0				
POU1F1	1	0				
POU2AF1	0	2				
POU2F1	5	1				
POU2F2	2	1				
POU2F3	4	5				
POU3F1	2	0				
POU3F3	1	4				
POU3F4	0	3				
POU4F1	0	1				
POU4F2	1	0				
POU4F3	1	0				
POU5F1	34	6				
POU6F2	1	0				
PP1P	1	0				
PPA1	8	5				
PPA2	3	24				
PPAN	0	1				
PPARA	20	73				
PPARD	4	11				
PPARG	57	139				
PPARGC1A	11	11				
PPARGC1B	0	3				
PPAT	6	0				
PPBP	19	0				
PPCS	2	179	x		x	
PPFIA1	11	0				
PPFIBP1	1	0				
PPHLN1	1	0				
PPIA	231	26				
PPIB	87	12				
PPIC	7	0	x			
PPID	451	14	x	pituitary pars intermedia dysfunction		
PPIF	3	1				
PPIG	6	0				
PPIH	7	0				
PPIL1	1	0				
PPIL2	1	0				
PPIL4	4	0				
PPIL6	1	0				
PPL	396	120	x		x	
PPM1A	9	3				
PPM1B	7	0				
PPM1D	23	0				
PPM1F	3	0				
PPM1G	3	0				
PPM1K	5	0				
PPM1L	3	0				
PPM1M	1	0				
PPOX	2	0				
PPP1CA	9	1				
PPP1CB	2	1				
PPP1CC	1	4				
PPP1R10	2	0				
PPP1R11	1	0				
PPP1R12A	9	2				
PPP1R12C	2	0				
PPP1R14A	1	3				
PPP1R14C	0	3				
PPP1R15A	32	3				
PPP1R15B	1	3				
PPP1R1A	1	0				
PPP1R1B	3	0				
PPP1R3A	0	1				
PPP1R3B	2	1				
PPP1R3C	1	1				
PPP1R3E	4	0				
PPP1R8	0	2				
PPP1R9A	0	1				
PPP1R9B	0	1				
PPP2CA	8	6				
PPP2CB	2	1				
PPP2R1A	10	0				
PPP2R1B	3	0				
PPP2R2A	4	0				
PPP2R2B	3	0				
PPP2R2D	2	1				
PPP2R3A	2	0				
PPP2R3B	1	0				
PPP2R3C	1	0				
PPP2R5A	1	0				
PPP2R5B	1	0				
PPP2R5C	1	0				
PPP2R5D	1	0				
PPP2R5E	1	0				
PPP3CA	9	3				
PPP3CB	12	1				
PPP3CC	5	0				
PPP3R1	4	2				
PPP4C	1	0				
PPP4R2	1	0				
PPP4R3A	1	1				
PPP4R3B	1	0				
PPP5C	3	1				
PPP6C	1	0				
PPRC1	4	0				
PPT1	8	2				
PPT2	2	0				
PPT2-EGFL8	2	0				
PPY	16	37	x		x	
PQBP1	28	0				
PRAG1	1	0				
PRAL	0	2			x	
PRAME	66	10				
PRB1	2	14				
PRB2	1	2				
PRB3	2	3				
PRB4	1	0				
PRC1	43	9				
PRCC	198	4			x	
PRCD	13	0	x			
PRCP	28	2				
PRDM1	21	14				
PRDM12	1	0				
PRDM14	3	1				
PRDM15	1	0				
PRDM16	18	12				
PRDM2	0	1				
PRDM9	16	12				
PRDX1	175	3				
PRDX2	143	4				
PRDX3	97	3				
PRDX4	96	5				
PRDX5	36	4				
PRDX6	166	11				
PREB	0	5			x	
PRELID2	3	0				
PREP	74	1245			x	
PREPL	11	0				
PREX1	2	2				
PREX2	9	0				
PRF1	87	37				
PRG2	2	3				
PRG3	2	0				
PRG4	13	0				
PRH1	4	0				
PRH2	2	0				
PRICKLE2	3	0				
PRIM1	5	0				
PRIM2	7	2				
PRINS	23	105			x	
PRKAA1	12	1				
PRKAA2	4	0				
PRKAB1	6	0				
PRKAB2	2	0				
PRKACA	15	3				
PRKACB	5	0				
PRKAG1	4	0				
PRKAG2	5	0				
PRKAG3	1	0				
PRKAR1A	5	0				
PRKAR2A	7	0				
PRKAR2B	1	0				
PRKCA	20	0				
PRKCB	8	3				
PRKCD	8	1				
PRKCE	3	5				
PRKCG	11	0				
PRKCH	6	0				
PRKCI	3	0				
PRKCQ	4	0				
PRKCSH	5	0				
PRKCZ	7	4				
PRKD1	1	0				
PRKD2	1	0				
PRKDC	15	9				
PRKG1	6	2				
PRKG2	3	3				
PRKN	13	2				
PRKRA	12	0				
PRKX	0	3				
PRKY	2	0				
PRL	449	53			x	
PRLH	1	0				
PRLR	36	6				
PRM1	8	0				
PRM2	8	11				
PRM3	0	3				
PRMT1	70	0				
PRMT3	5	0				
PRMT5	34	0				
PRMT6	8	0				
PRMT7	8	0				
PRMT8	1	0				
PRMT9	7	0				
PRNCR1	4	0				
PRND	1	0				
PRNP	73	14				
PRNT	820	0	x	plaque reduction neutralization test		
PROB1	2	3				
PROC	200	1158	x	SAS	x	
PROCR	15	1				
PRODH	10	0				
PRODH2	0	2				
PROK1	2	0				
PROK2	8	10				
PROKR1	4	0				
PROKR2	8	0				
PROM1	1	6				
PROM2	0	1				
PROS1	18	18				
PROX1	10	18				
PROZ	1	2			x	
PRPF19	2	0				
PRPF3	3	0				
PRPF31	4	0				
PRPF39	2	0				
PRPF4	3	0				
PRPF4B	3	0				
PRPF8	5	0				
PRPH	4	0				
PRPH2	2	0				
PRPS1	13	0				
PRPS2	3	0				
PRPSAP2	0	1				
PRR13	2	0				
PRR27	1	0				
PRR4	1	0				
PRR5	3	0				
PRRC2A	1	0				
PRRG1	3	0				
PRRT1	1	1				
PRRT2	33	1				
PRRX1	1	1				
PRSS1	242	0				
PRSS12	1	0				
PRSS2	25	0				
PRSS21	4	0				
PRSS23	1	0				
PRSS3	74	0				
PRSS33	1	0				
PRSS35	2	0				
PRSS56	1	0				
PRSS8	7	1				
PRTG	3	0				
PRTN3	29	4				
PRUNE1	1	0				
PRX	33	274	x	peroxiredoxin	x	
PRY	43	22	x		x	
PRY2	0	1				
PSAP	93	7	x	motif?	x	
PSAT1	5	1				
PSCA	23	0				
PSD	399	2	x		x	
PSD2	2	0				
PSD4	1	0				
PSEN1	29	1				
PSEN2	41	4				
PSENEN	12	1				
PSG1	89	0				
PSG11	5	0				
PSG2	5	2				
PSG3	3	0				
PSG4	14	0				
PSG5	2	18				
PSG6	1	1				
PSG8	1	0				
PSG9	2	0				
PSIP1	17	0				
PSKH1	8	0				
PSMA1	18	0				
PSMA2	30	0				
PSMA3	14	0				
PSMA4	2	0				
PSMA5	15	0				
PSMA6	9	0				
PSMA7	13	1				
PSMA8	1	0				
PSMB1	5	0				
PSMB10	17	3				
PSMB2	4	1				
PSMB3	1	2				
PSMB4	14	1				
PSMB5	4	5				
PSMB6	1	0				
PSMB7	5	0				
PSMB8	38	12				
PSMB9	29	11				
PSMC1	8	11				
PSMC2	0	3				
PSMC3	2	0				
PSMC3IP	9	0				
PSMC4	6	1				
PSMC5	8	0				
PSMC6	5	0				
PSMD1	7	2				
PSMD10	1	0				
PSMD11	8	0				
PSMD12	2	0				
PSMD13	5	0				
PSMD14	29	0				
PSMD2	13	0				
PSMD3	3	0				
PSMD4	18	1				
PSMD5	4	0				
PSMD6	3	0				
PSMD7	4	0				
PSMD8	6	1				
PSMD9	2	2				
PSME1	9	2				
PSME2	15	2				
PSME3	11	1				
PSMG1	1	0				
PSPC1	9	0				
PSPH	4	0				
PSPN	0	16			x	
PSRC1	15	2				
PSTK	6	0				
PSTPIP1	25	0				
PSTPIP2	26	0				
PTAFR	7	0				
PTAR1	3	0				
PTBP1	62	0				
PTBP2	4	1				
PTCD1	7	0				
PTCH1	16	18				
PTCH2	2	0				
PTCRA	13	1				
PTDSS1	2	0				
PTDSS2	1	0				
PTEN	1041	145				
PTENP1	12	0				
PTER	0	3			x	
PTF1A	1	1				
PTGDR	28	0				
PTGDS	7	1				
PTGER2	1	0				
PTGER3	3	0				
PTGER4	8	5				
PTGES	9	0				
PTGES2	11	1				
PTGES3	6	0				
PTGFR	29	1				
PTGFRN	1	0				
PTGIR	1	2				
PTGIS	15	1				
PTGR1	3	1				
PTGS1	26	5				
PTGS2	173	32				
PTH	1309	24		messy	x	
PTH1R	58	0				
PTH2	2	0				
PTH2R	8	0				
PTHLH	3	0				
PTK2	15	43				
PTK2B	6	0				
PTK6	7	1				
PTK7	7	0				
PTMA	9	3				
PTMS	2	766			x	
PTN	64	16			x	
PTOV1	3	0				
PTP4A1	4	0				
PTP4A2	0	3				
PTPA	1	12				
PTPMT1	0	1				
PTPN1	15	2				
PTPN11	48	8				
PTPN12	12	0				
PTPN13	7	0				
PTPN14	1	0				
PTPN18	2	0				
PTPN2	9	6				
PTPN21	2	1				
PTPN22	53	0				
PTPN23	6	1				
PTPN3	4	0				
PTPN4	15	0				
PTPN5	0	1				
PTPN6	9	0				
PTPN7	3	0				
PTPN9	3	0				
PTPRA	1	0				
PTPRB	1	1				
PTPRC	34	4				
PTPRD	2	0				
PTPRF	5	0				
PTPRG	7	6				
PTPRJ	14	0				
PTPRJ-AS1	0	1				
PTPRK	4	0				
PTPRM	1	2				
PTPRN	2	0				
PTPRN2	0	1				
PTPRO	4	2				
PTPRQ	8	0				
PTPRR	1	0				
PTPRS	5	2			x	
PTS	518	25371	x		x	
PTTG1	7	0				
PTX3	2094	129				
PTX4	5	0				
PUF60	4	0				
PUM1	7	2				
PUM2	3	0				
PURA	0	28			x	
PURB	1	0				
PURPL	1	0				
PUS1	2	3				
PUS10	0	1				
PUS3	10	2				
PUS7	2	0				
PUSL1	2	0				
PVALB	2	1				
PVR	1101	5	x	pulmonary vascular resistance		
PVRIG	1	0				
PVT1	5	3				
PWP1	2	0				
PWP2	15	46				
PWWP2A	3	0				
PWWP2B	4	0				
PXDNL	2	0				
PXMP2	1	8				
PXMP4	2	0				
PXN	6	2			x	
PXT1	4	4				
PYCARD	23	4				
PYCR1	7	0				
PYCR2	3	0				
PYCR3	1	0				
PYGB	2	0				
PYGL	5	0				
PYGM	3	2				
PYGO1	1	0				
PYGO2	1	0				
PYHIN1	3	2				
PYM1	2	0				
PYURF	7	0				
PYY	205	1			x	
PZP	2	4				
Proximal	0	2				
QDPR	5	0				
QKI	15	3				
QPCT	2	1			x	
QPCTL	2	0				
QPRT	12	0				
QRFP	2	0				
QRSL1	5	0				
QSOX1	7	0				
RAB10	2	72				
RAB11A	12	112				
RAB11B	1	4				
RAB11FIP4	2	0				
RAB12	0	2				
RAB13	4	1				
RAB14	1	74				
RAB18	6	27				
RAB1A	9	11				
RAB1B	7	31				
RAB1C	0	1				
RAB21	1	1				
RAB22A	0	1				
RAB23	5	5				
RAB24	2	4				
RAB25	2	4				
RAB27A	25	49				
RAB27B	0	9				
RAB2A	8	1				
RAB30	0	3				
RAB31	2	1				
RAB32	2	4				
RAB33A	0	1				
RAB33B	0	4				
RAB34	0	9				
RAB35	2	22				
RAB39A	0	1				
RAB39B	4	0				
RAB3A	0	80				
RAB3B	1	45				
RAB3C	3	3				
RAB3D	2	64				
RAB3GAP1	1	0				
RAB40C	0	1				
RAB43	1	3				
RAB4A	0	2				
RAB4B	1	9				
RAB5A	15	220				
RAB5B	20	14				
RAB5C	16	66				
RAB6A	2	9				
RAB6B	3	1				
RAB7A	53	21				
RAB7B	12	2				
RAB8A	7	29				
RAB8B	8	2				
RAB9A	3	1				
RABEP2	0	5				
RABEPK	2	0				
RABL3	0	1				
RAC1	36	640				
RAC2	19	53				
RAC3	0	3				
RACGAP1	0	6				
RACK1	106	3				
RAD1	1	0				
RAD17	7	3				
RAD18	12	15				
RAD21	20	5				
RAD23A	2	0				
RAD23B	6	2				
RAD50	20	18				
RAD51	71	73				
RAD51AP1	4	0				
RAD51B	1	6				
RAD51C	4	2				
RAD51D	5	1				
RAD52	7	11				
RAD54B	0	2				
RAD9A	7	0				
RADIL	13	4	x		x	
RADX	0	2			x	
RAE1	27	29				
RAET1G	2	0				
RAF1	86	24				
RAG1	342	103				
RAG2	121	141				
RAI1	9	1				
RALA	5	14				
RALB	5	3				
RALBP1	4	2				
RALGAPA1	1	0				
RALGDS	3	5				
RALGPS2	1	5				
RALY	2	0				
RAMAC	1	0	x			
RAMP1	37	2				
RAMP2	33	1				
RAMP3	22	0				
RAN	247	2233	x		x	
RANBP1	0	18				
RANBP10	0	5				
RANBP17	0	1				
RANBP2	81	130				
RANBP3	6	3				
RANBP6	0	1				
RANBP9	0	7				
RANGAP1	1	31				
RAP1A	8	10				
RAP1B	3	16				
RAP1GAP	0	4				
RAP1GAP2	2	0				
RAP2A	7	0				
RAP2B	2	2				
RAP2C	1	1				
RAPGEF2	2	1				
RAPGEF3	3	3				
RAPGEF4	2	0				
RAPGEF5	0	2				
RAPGEF6	1	0				
RARA	25	183			x	
RARB	7	19				
RARG	2	0				
RARRES1	1	0				
RARRES2	2	1				
RARS2	1	0				
RASA1	16	3				
RASA2	5	3				
RASA3	10	0				
RASAL1	17	8				
RASD1	4	0				
RASD2	4	0				
RASGEF1B	1	0				
RASGRP1	15	1				
RASGRP2	0	2				
RASGRP3	0	2				
RASL11A	1	0				
RASL11B	1	0				
RASSF1	16	0				
RASSF2	7	0				
RASSF6	1	0				
RASSF7	9	0				
RASSF8	1	0				
RAVER1	7	0				
RAX	10	94			x	
RB1	144	47				
RB1CC1	20	5				
RBAK	1	1				
RBBP4	7	0				
RBBP6	1	0				
RBBP7	6	2				
RBCK1	28	1				
RBFA	0	2				
RBFOX2	4	22				
RBFOX3	1	1				
RBL1	2	3				
RBL2	2	2				
RBM10	2	0				
RBM14	4	0				
RBM15	5	0				
RBM15B	2	0				
RBM20	22	18				
RBM25	1	0				
RBM3	6	0				
RBM33	3	0				
RBM38	4	0				
RBM39	23	0				
RBM4	15	0				
RBM41	5	0				
RBM47	3	0				
RBM5	4	0				
RBM7	1	0				
RBM8A	13	0				
RBMS3	1	0				
RBMX	18	0				
RBMXL2	4	0				
RBP1	4	1				
RBP2	3	0				
RBP3	0	1				
RBP4	145	8				
RBP7	1	0				
RBPJ	13	14				
RBPMS	1	0				
RBX1	21	27				
RC3H1	0	1				
RC3H2	1	0				
RCAN1	3	1				
RCAN3	6	0				
RCBTB1	1	0				
RCC1	53	2				
RCC1L	1	0				
RCC2	3	1				
RCE1	1	8				
RCHY1	38	0				
RCL1	1	0				
RCN2	5	0				
RCOR1	1	0				
RCSD1	1	0				
RD3	13	0				
RDH10	2	0				
RDH12	2	0				
RDH14	1	0				
RDH5	2	0				
RDX	22	8				
REC8	4	9				
RECK	46	9			x	
RECQL	3	0				
RECQL4	2	0				
RECQL5	1	0				
REEP1	2	0				
REEP5	3	0				
REEP6	3	0				
REG1A	19	0				
REG3A	0	29				
REG3G	1	0				
REG4	2	0				
REL	347	427	x	messy	x	
RELA	70	296				
RELB	20	115				
RELN	19	1				
RELT	0	60			x	
REN	164	2404	x		x	
REPS2	0	1				
RER1	8	16				
RERE	1	4			x	
RERG	11	0				
REST	217	16079	x		x	
RET	273	144			x	
RETN	19	1				
RETNLB	0	1				
RETREG1	2	0				
RETREG3	5	0				
REV1	6	14				
REV3L	3	0				
RFC1	25	0				
RFC2	7	0				
RFC3	6	0				
RFC4	3	0				
RFC5	1	0				
RFK	9	0				
RFT1	3	3				
RFTN1	1	5				
RFWD3	4	0				
RFX1	5	0				
RFX2	4	1				
RFX3	5	0				
RFX5	6	1				
RFXANK	8	0				
RFXAP	6	0				
RGCC	2	2				
RGMA	1	8				
RGMB	1	0				
RGMB-AS1	1	0				
RGN	132	1	x			
RGP1	1	0				
RGR	92	1	x		x	
RGS1	13	1				
RGS12	1	0				
RGS13	2	0				
RGS14	4	0				
RGS16	5	0				
RGS17	1	0				
RGS19	4	0				
RGS2	32	5				
RGS3	10	0				
RGS4	52	0				
RGS5	11	7				
RGS7	1	0				
RHAG	14	8				
RHCE	229	28				
RHCG	6	0				
RHD	1312	520				
RHEB	5	41				
RHEX	2	1			x	
RHO	42	1899			x	
RHOA	27	675				
RHOB	6	85				
RHOBTB1	1	0				
RHOBTB2	5	0				
RHOBTB3	0	1				
RHOC	3	12				
RHOD	0	4			x	
RHOF	3	0				
RHOG	1	9				
RHOH	4	21				
RHOQ	0	2				
RHOT1	2	1				
RHOT2	2	0				
RHOU	1	1				
RHOV	0	1			x	
RHOXF1	4	0				
RHOXF2	1	0				
RHOXF2B	1	0				
RHPN1	1	0				
RHPN1-AS1	1	0				
RIC1	7	0				
RIC3	5	0				
RICTOR	9	26				
RIDA	23	24	x		x	
RIF1	9	4				
RILP	19	0				
RILPL1	22	0				
RILPL2	100	0				
RIMBP3	2	0				
RIMKLA	2	0				
RIMS1	3	0				
RIMS2	1	0				
RIN2	0	1				
RIN3	1	0				
RING1	13	0				
RINL	0	1			x	
RINT1	3	0				
RIOK1	2	0				
RIOK2	2	0				
RIOK3	4	0				
RIPK1	186	4				
RIPK2	31	0				
RIPK3	134	3				
RIT1	12	0				
RLF	9	34	x			
RLIM	1	0				
RMDN3	1	0				
RMI2	1	0				
RMND5A	1	0				
RMRP	40	4				
RMST	12	2	x	restricted mean survival times	x	
RN7SK	4	0				
RN7SL1	5	0				
RN7SL2	1	0				
RN7SL3	1	0				
RNA18S5	1	0				
RNA5SP141	12	0				
RNASE1	2	0				
RNASE2	6	19				
RNASE3	7	3				
RNASE4	1	0				
RNASE7	5	3				
RNASEH1	2	0				
RNASEH2A	6	0				
RNASEH2B	18	0				
RNASEH2C	11	0				
RNASEK	9	2				
RNASEL	141	255				
RNASET2	5	0				
RND1	4	2				
RND2	1	8				
RND3	1	2				
RNF103	1	0				
RNF11	11	0				
RNF111	1	0				
RNF114	26	0				
RNF121	1	0				
RNF122	12	0				
RNF123	3	0				
RNF125	87	0				
RNF126	9	0				
RNF128	6	1				
RNF13	0	1				
RNF130	1	0				
RNF135	29	0				
RNF138	16	0				
RNF146	40	0				
RNF157	3	1				
RNF166	91	0				
RNF168	64	1				
RNF180	7	0				
RNF185	6	0				
RNF187	1	0				
RNF19B	16	1				
RNF2	2	0				
RNF20	1	0				
RNF213	16	2				
RNF216	3	0				
RNF217	1	0				
RNF24	1	1				
RNF25	2	0				
RNF26	14	0				
RNF31	2	0				
RNF39	1	0				
RNF4	24	0				
RNF40	1	0				
RNF41	2	0				
RNF43	9	0				
RNF5	76	1				
RNF7	4	0				
RNF8	56	5				
RNGTT	13	0				
RNH1	2	0				
RNLS	22	1			x	
RNMT	27	0				
RNPEP	1	0				
RNPS1	4	0				
RNR1	5	3				
RNR2	7	5				
RNR3	2	2				
RNR4	1	2				
RNU12	2	0				
RNU4ATAC	4	0				
RNU6-2	1	0				
RNU6-996P	1	0				
RNY1	2	0				
RO60	0	27				
ROBO1	3	12				
ROBO2	7	2				
ROBO3	3	1				
ROBO4	6	27				
ROCK1	48	11				
ROCK2	24	23				
ROCR	3	0	x			
ROGDI	5	0				
ROM1	2	0				
ROMO1	1	1				
ROPN1	2	0				
ROR1	18	0				
ROR2	5	0				
RORA	7	6				
RORC	38	35				
ROS1	104	0				
RP1	110	15				
RP2	144	10				
RP9	5	0				
RPA1	20	0				
RPA2	20	0				
RPA3	3	0				
RPA4	0	4				
RPAIN	8	0				
RPE	1541	11	x	retinal pigment epithelium, ...	x	
RPE65	49	1				
RPGR	23	0				
RPGRIP1	7	0				
RPGRIP1L	1	3				
RPH3A	0	1				
RPIA	1	2				
RPL10	12	0				
RPL10A	3	2				
RPL10L	2	0				
RPL11	21	7				
RPL12	31	30				
RPL13	13	0				
RPL13A	48	40				
RPL14	4	5				
RPL15	7	0				
RPL17	7	0				
RPL18	30	1				
RPL18A	4	0				
RPL19	11	6				
RPL21	3	0				
